reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary
no,Single-cell analysis of endometriosis reveals a coordinated transcriptional programme driving immunotolerance and angiogenesis across eutopic and ectopic tissues,Single-cell analysis of endometriosis reveals a coordinated transcriptional programme driving immunotolerance and angiogenesis across eutopic and ectopic tissues,35000,122000,celltype,X_umap,Tan,Nature Cell Biology,2022,10.1038/s41556-022-00961-5,https://singlecell.jax.org/datasets/endometriosis-2022,https://singlecell.jax.org/datasets/endometriosis-2022,endometrium | ectopic peritoneal lesion | ectopic ovarian endometrioid cyst,endometriosis | normal,GSE179640,GSE179640,endo-2022_global,endo-2022_global,FALSE,,PUBLIC,Homo sapiens,FALSE,euclidean,TRUE,TRUE,TRUE,https://singlecell.jax.org/datasets/endometriosis/h5ad/endo-2022_global.h5ad,UBERON:0001272 | UBERON:0001295 | UBERON:0000992,EFO:0009899,CL:0000066 | CL:0000115 | CL:0000499 | CL:0000542 | CL:0000763,MONDO:0005011 | PATO:0000461,HsapDv:0000240,PATO:0000383,TRUE,14,"UBERON:0001272: endometrium; UBERON:0001295: ectopic peritoneal; UBERON:0000992: ectopic ovarian","EFO:0009899: 122,000","CL:0000066: epithelial; CL:0000499: stromal; CL:0000115: endothelial; CL:0000542: lymphocytes; CL:0000763: myeloid","MONDO:0005011: endometriosis; PATO:0000461: normal","PATO:0000383: 122,000","adult stage: 122,000"
